Title;Power;Type;Time;LocationLat;LocationLon
Inner Mongolia Zhalute Banner Bao'An wind farm;300;Wind;2021;43,2443;114,3252
Jiangsu Binhai South Area H3 Offshore wind farm;300;Wind;2021;34,3;120,3333
Jiangsu Dafeng H8-2 Offshore wind farm;300;Wind;2021;33,3225;121,5927
Jiangsu Qidong H3 Offshore wind farm;300;Wind;2021;31,8801;121,7114
Jiangsu Rudong H5 Offshore wind farm;300;Wind;2021;32,7361;121,7532
Jiangsu Rudong H8 Offshore wind farm;300;Wind;2021;32,75;121,9333
Jilin Tongyu (Huaneng) 2000 MW Unsubsidized wind farm;300;Wind;2022;44,8;123,3
Jilin Tongyu Shihuadao wind farm;300;Wind;2021;42,9995;125,9816
Jilin Tongyu Xinhua (Huaneng) wind farm;300;Wind;2015;44,6304;122,7108
Liaoning Dalian Zhuanghe 2 Offshore wind farm;300;Wind;2021;39,5294;122,9468
Liaoning Zhangwu Zhangbei wind farm;300;Wind;2012;42,7631;122,5183
Ningxia Haiyuan Xihuashan wind farm;300;Wind;2017;36,5964;105,3362
Ningxia Taiyangshan (Ningxia Power Investment) wind farm;300;Wind;2012;37,48;106,4817
Qinghai Hainan Prefecture (State Power Investment) High Voltage Windpower Export Project Qieji Section 2;300;Wind;2020;36,3149;99,6815
Shandong Dongying Hekou (Guohua) wind farm;300;Wind;2009;38,0975;118,3154
Shandong Dongying Hekou (Huaneng) wind farm;300;Wind;2010;37,9889;118,4939
Shanxi Shuocheng Limin wind farm;300;Wind;2011;39,6917;112,7375
Xinjiang Hami Balikun Santanghu (Beijing Xuyanli/13Th Corps) wind farm;300;Wind;2016;44,1603;92,9219
Xinjiang Hami Jingxia 5 Area A wind farm;300;Wind;2019;41,9667;94,5667
Xinjiang Weihuliang 300 MW Dabancheng wind farm;300;Wind;2015;42,4805;85,4633
Zhejiang Jiaxing 1 Offshore wind farm;300;Wind;2021;30,4287;121,308
Zhejiang Jiaxing 2 Offshore wind farm;300;Wind;2021;30,5819;121,3358
Omega wind farm;300;Wind;2023;11,3804;-72,2256
Bellary-Devanagere SECI-6 (Ostro) wind farm;300;Wind;2021;15,1681;76,866
Bhuj (Alfanar) wind farm;300;Wind;2021;23,0949;69,6126
Gadag (Ayana) wind farm;300;Wind;2023;15,2955;76,3177
Kutch (Green Infra) I wind farm;300;Wind;2018;23,0949;69,6126
Kutch (Renew) II wind farm;300;Wind;2021;23,0949;69,6126
Theni - Ambasamudram wind farm;300;Wind;2013;9,8477;77,3829
Thoothukudi wind farm;300;Wind;2023;8,1648;77,6348
Tiruppur-Karur (Sprng) wind farm;300;Wind;2021;11,0547;77,3341
Tarfaya wind farm;300;Wind;2014;35,611;-5,432
Banca wind farm;300;Wind;2012;45,9852;24,6859
GECAMA wind farm;300;Wind;2022;39,5181;-2,252
Miombo Hewani wind farm;300;Wind;2023;-8,631;34,8109
Thanet wind farm;300;Wind;2010;51,4299;1,6334
Antelope Creek wind farm;300;Wind;2023;37,5172;-102,184
Balko wind farm;300;Wind;2015;36,5414;-100,803
Blackstone wind farm;300;Wind;2009;41,1454;-88,6001
Cayuga Ridge wind farm;300;Wind;2010;40,9688;-88,38
Chisholm View wind farm;300;Wind;2012;36,5851;-97,7678
Cone Renewable Energy Project wind farm;300;Wind;2023;33,8093;-101,342
Deuel Harvest Wind Energy;300;Wind;2021;44,8636;-96,5346
Easter wind farm;300;Wind;2023;34,6689;-102,352
El Sauz wind farm;300;Wind;2022;26,4089;-97,7919
Goose Creek wind farm;300;Wind;2023;40,1866;-88,5608
Green Pastures wind farm;300;Wind;2015;33,6747;-99,3878
Hidalgo wind farm;300;Wind;2020;26,5419;-98,4715
Homestead (North Dakota) wind farm;300;Wind;2023;48,4071;-103,918
Hubbard wind farm;300;Wind;2021;31,7747;-96,8282
Jumbo Road wind farm;300;Wind;2015;34,7118;-102,297
Lincoln Land wind farm;300;Wind;2021;39,7622;-89,9544
Milligan 1 wind farm;300;Wind;2020;40,5206;-97,1881
Pinyon Pines wind farm;300;Wind;2012;35,0594;-118,217
Pioneer Prairie wind farm;300;Wind;2008;43,4916;-92,62
Prairie Hill Wind Project;300;Wind;2020;31,5706;-96,8501
Ranchero wind farm;300;Wind;2019;31,0362;-101,629
Rock Creek wind farm;300;Wind;2017;40,4775;-95,2686
Santa Rita wind farm;300;Wind;2018;31,1856;-101,371
South Plains II wind farm;300;Wind;2016;34,1906;-101,393
Story County wind farm;300;Wind;2008;42,0534;-93,2627
Tahoka wind farm;300;Wind;2018;33,1833;-101,779
Thunderhead Wind Energy;300;Wind;2022;42,062;-98,239
Torrecillas Wind Energy;300;Wind;2018;27,58;-98,8247
Wheatridge Renewable Wind Energy Center;300;Wind;2020;45,4905;-119,531
White Rock Wind Project;300;Wind;2023;34,9668;-98,2569
Boujdour wind farm;300;Wind;2022;24,1682;-13,8921
Zonda Photovoltaic Solar Park;300;Solar;2023;-30,4312;-69,2456
Walla Walla solar farm;300;Solar;2023;-33,8738;151,2096
Ningxia Ningdong Guoxing solar farm;300;Solar;2018;37,9521;106,6585
Anhui Province Tianchang Huahui solar farm;300;Solar;2022;32,6325;119,1106
Gansu Ganzhou Nantan solar power plant;300;Solar;2022;38,84420857;100,6764809
"Gansu Gulang Wuwei ""Solid-State"" Desert Control Demonstration solar power plant";300;Solar;2022;37,63942036;103,2446079
Gansu Jinta Haoming solar power plant;300;Solar;2021;39,98485689;98,97101147
Gansu Wuwei Gulang Wanyu solar power plant;300;Solar;2022;37,66928594;103,1275683
Guangxi Huanjiang Xunlexiang (Huadian) Agriculture solar farm;300;Solar;2022;25,3965;108,258
Guangxi Qinnan Dongchangzhen (Minhai) solar farm;300;Solar;2020;21,8063;108,7705
Guangxi Qinnan Xiniujiaozhen (Xin'ao) solar farm;300;Solar;2022;21,9009;108,7695
Guizhou Guanling Gangwu (Beipanjiang) solar farm;300;Solar;2020;25,9621;105,3443
Guizhou Zhijin Hongjiadu solar farm;300;Solar;2020;26,871;105,7728
Hubei Huanggang Xiaochi Binjiangxinqu Fishery solar farm;300;Solar;2022;30,0183;115,9289
Hubei Huangmei Xiaochi Binjiang Fishery solar farm;300;Solar;2022;29,7582;115,9919
Inner Mongolia Tuoketuo Wind/Solar Power Export Base solar power plant;300;Solar;2023;43,2443;114,3252
"Inner Mongolia Wulanchabu ""Grid-Friendly Green Power Station"" solar power plant";300;Solar;2022;41,867;111,267
Ningxia Ningdong Xinrun solar farm;300;Solar;2016;38,1648;106,586
Qinghai - Henan High Voltage Transmission Second Phase (Huaneng) Gonghe solar power plant;300;Solar;2023;36,4138;100,134
Shaanxi Chengcheng Fengyuan solar power plant;300;Solar;2023;35,8894;109,1357
Shaanxi Dingbian Fengwan solar power plant;300;Solar;2022;37,3976;107,7941
Shaanxi Province Yuyang Jiangshan Yongchen solar farm;300;Solar;2017;38,8032;109,6794
Shaanxi Pucheng Luobin solar power plant;300;Solar;2023;35,8894;109,1357
Shaanxi Shenmu Jinjie Beiyuan Chemical solar power plant;300;Solar;2023;38,8363;110,3107
Shaanxi Xiaohaotu Jiangshan Yongchen solar farm;300;Solar;2017;38,7749;109,6586
Shandong Binzhou Zhanhua Tonghui solar farm;300;Solar;2020;37,9115;118,1954
Shanxi Jiaokou Shuitouzhen solar farm;300;Solar;2020;36,9809;111,1907
Shanxi Province Jiaokou Shuitouzhen solar farm;300;Solar;2020;36,9824;111,1829
Xinjiang Hutubi Load Management/Storage solar power plant;300;Solar;2023;44,1921;86,7962
Xinjiang Jimsar 300 MW Photovoltaic and Storage Demonstration solar power plant;300;Solar;2023;44,7761;89,102
Xinjiang Jimsar Lixin solar power plant;300;Solar;2020;44,7761;89,102
Yunnan Province Jianshui County Nanzhuang Grid-Connected solar farm;300;Solar;2015;23,7284;102,8834
Zhejiang Xiangshan Changda (Datang) Mudflat solar farm;300;Solar;2021;29,1354;121,7721
Magdalena Sol Solar Park;300;Solar;2023;3,6242;-75,0931
Cestas solar farm;300;Solar;2015;44,7262;-0,8077
Badiseed solar farm;300;Solar;2022;27,4946;72,4321
Bhadla (Adani) III solar farm;300;Solar;2018;27,3848;73,1982
Bhadla (Hero) Solar Park;300;Solar;2020;27,5182;71,9306
Dholera solar farm;300;Solar;2022;22,2404;72,2000
Mah Ph 2 solar farm;300;Solar;2021;25,1862;75,8589
Pavagada (Avaada) solar farm;300;Solar;2019;14,2444;77,4607
Pavagada (Ayana) solar farm;300;Solar;2019;14,2444;77,4607
Pokhran (Adani) solar farm;300;Solar;2021;26,2585;73,0214
Rajasthan 8 solar farm;300;Solar;2022;25,1862;75,8589
SECI 3 solar farm;300;Solar;2021;25,1862;75,8589
SECI 4 solar farm;300;Solar;2021;25,1862;75,8589
SECI 6 solar farm;300;Solar;2022;25,1862;75,8589
Surendranagar (Avaada) solar farm;300;Solar;2021;22,9896;71,4664
Misti PV Solar Plant;300;Solar;2022;-17,0293;-72,0155
Jeddah Solar Project;300;Solar;2022;21,4837;39,1729
Saad Solar PV Plant;300;Solar;2023;24,7117;46,6740
Sakaka Solar;300;Solar;2020;29,7270;40,0974
Dangjin Yeomhae Farmland solar farm;300;Solar;2022;36,7937;127,1213
Talayuela solar farm;300;Solar;2020;39,9119;-5,4088
Arroyo Solar Energy Storage Hybrid;300;Solar;2023;35,9703;-107,5631
Atlas solar farm;300;Solar;2023;33,9434;-113,7917
Badger Hollow solar farm;300;Solar;2021;42,9456;-90,3494
Eagle Shadow Mountain solar farm;300;Solar;2022;36,6298;-114,6840
Fish Springs Ranch solar farm;300;Solar;2022;40,0747;-119,9742
Hashknife Solar Energy Center;300;Solar;2023;35,1820;-110,3550
Hecate Energy Highland solar farm;300;Solar;2022;39,0835;-83,8098
Is206 solar farm;300;Solar;2023;32,6123;-99,8208
Juno Solar Project;300;Solar;2021;32,7729;-101,3910
Posey solar farm;300;Solar;2023;38,1301;-87,9335
Quitman Solar;300;Solar;2019;30,8490;-83,6433
Radian solar farm;300;Solar;2022;31,5481;-99,1872
Ratts solar farm;300;Solar;2023;41,5895;-85,8395
Rexford solar farm;300;Solar;2023;35,8405;-119,0827
Sandrini Solar Project;300;Solar;2022;35,3739;-119,0200
Slate Hybrid solar farm;300;Solar;2021;36,2270;-119,8948
Snipesville solar farm;300;Solar;2020;31,7158;-82,7495
Stateline Solar;300;Solar;2015;35,6001;-115,4000
Ventress Solar;300;Solar;2023;30,6679;-91,3917
Yellow Wood Solar Project;300;Solar;2023;39,3224;-83,6929
Hong Phong 1 solar farm;300;Solar;2019;11,2637;108,3599
Halkirk wind farm;301;Wind;2012;52,2911;-112,131
Jiangsu Dafeng H11 Offshore wind farm;301;Wind;2019;33,212;120,7683
Shandong Bandaobei 6 Offshore wind farm;301;Wind;2023;37,4562;121,6029
Sichuan Jiange (China Energy Conservation And Environmental Protection Group) wind farm;301;Wind;2017;32,2987;105,7091
Yunnan Nanhua Daguashan wind farm;301;Wind;2016;25,1083;100,8917
Zhejiang Yuhuan 1 Offshore wind farm;301;Wind;2022;28,1311;121,2622
Hombal wind farm;301;Wind;2022;15,5175;75,5565
Kilgallioch wind farm;301;Wind;2017;54,9885;-4,8017
Cedar Creek (Infigen) wind farm;301;Wind;2007;40,8577;-104,067
Irish Creek wind farm;301;Wind;2021;39,6995;-96,4251
Neosho Ridge Wind Energy Center;301;Wind;2021;37,5174;-95,4352
Soldier Creek Wind Energy Center;301;Wind;2020;39,5938;-96,0831
Jenner wind farm;302;Wind;2023;50,7504;-111,1842
Guangdong Yangjiang Nanpengdao (China Energy Conservation) Offshore wind farm;302;Wind;2021;21,414;112,211
Guangdong Yangjiang Shaba (Guangdong Energy) Offshore wind farm;302;Wind;2021;21,358;111,6085
Guangdong Zhuhai Jinwan Offshore wind farm;302;Wind;2021;21,9075;113,437
Jiangsu Binhai (Datang) Offshore wind farm;302;Wind;2019;34,2288;120,2852
Jiangsu Dafeng H3 Offshore wind farm;302;Wind;2019;33,5083;121,0667
Jiangsu Dongtai H2 Offshore wind farm;302;Wind;2019;32,8505;120,9298
Jiangsu Dongtai Zhugensha H2 Offshore wind farm;302;Wind;2021;32,9193;121,3079
Jiangsu Jiangjiasha H2 wind farm;302;Wind;2020;31,7732;121,1048
Jiangsu Rudong Baxianjiao Offshore wind farm;302;Wind;2017;32,6583;121,2583
Jiangsu Sheyang Souithern Area H2 Offshore wind farm;302;Wind;2021;33,5943;121,162
Jiangsu Sheyang Southern Area H1 Offshore wind farm;302;Wind;2020;33,6602;121,1002
Shandong Bandaonan 3 Offshore wind farm;302;Wind;2021;36,3996;121,4484
Shandong Bandaonan 4 Offshore wind farm;302;Wind;2021;36,4583;121,4333
Sichan Zhaohua Baiguo wind farm;302;Wind;2022;32,2078;105,7382
Amrumbank West wind farm;302;Wind;2015;54,52;7,708
Tres Mesas wind farm;302;Wind;2017;23,3178;-99,0242
Ida Grove wind farm;302;Wind;2016;42,2643;-95,3557
Priddy Wind Project;302;Wind;2022;31,5481;-98,4949
Santa Rita East wind farm;302;Wind;2019;31,2358;-101,145
Solar Star 1;302;Solar;2014;34,8181;-118,4036
Jiangsu Dafeng H4 Offshore wind farm;303;Wind;2022;33,2358;121,2404
Jiangsu Dafeng H6 Offshore wind farm;303;Wind;2021;33,4333;121,3783
Jiangsu Guanyun Offshore wind farm;303;Wind;2022;34,4782;119,8042
Hellisheiðarvirkjun geothermal power plant;303;Geo;2006;64,0373;-21,4007
Blue Creek wind farm;304;Wind;2012;40,9354;-84,6362
Caddo wind farm;304;Wind;2022;34,9806;-98,3692
Heartland Divide wind farm;304;Wind;2018;41,7588;-94,7951
La Joya NM wind farm;306;Wind;2021;34,81;-105,74
Milford Wind Corridor Farm;306;Wind;2009;38,5315;-112,923
Radfords Run wind farm;306;Wind;2017;39,9986;-89,0965
Caman wind farm;307;Wind;2022;-39,975;-72,9648
Karankawa wind farm;307;Wind;2019;28,1738;-97,811
Taean Anmyeon Clean Energy Solar Power Plant;307;Solar;2023;36,4775;126,3739
Guangdong Xuwen Huadeli Acquatic solar power plant;308;Solar;2023;20,4367;110,3325
Rentel wind farm;309;Wind;2018;51,59;2,94
Wayra wind farm (Peru);309;Wind;2018;-15,0621;-75,0531
Tiruppur wind farm;310;Wind;2023;11,0547;77,3341
Lake Turkana wind farm;310;Wind;2019;2,4891;36,7932
Mesa La Paz wind farm;310;Wind;2019;23,3304;-98,8405
Arbor Hill wind farm;310;Wind;2018;41,4797;-94,2536
Soma (Polat) wind farm;311;Wind;2009;39,256;27,7991
Diamond Spring wind farm;311;Wind;2020;34,4874;-96,7805
Lake Benton wind farm;311;Wind;1998;44,3403;-96,3791
Prairie Breeze wind farm;311;Wind;2014;41,9517;-98,1165
Ticul Solar Park;311;Solar;2023;20,3644;-89,5543
Borkum Riffgrund wind farm;312;Wind;2015;53,9741;6,4912
Athos Solar;313;Solar;2022;33,4992;-117,1160
Cibuk 2 wind farm;315;Wind;2023;44,7396;20,9778
Clarke Creek (Pacific Hydro) Solar Farm;315;Solar;2022;-22,8137;149,3582
Peony (Lightsource) solar farm;315;Solar;2023;39,0364;-86,9615
Pleinmont Solar;315;Solar;2020;38,2471;-77,7862
Hornsdale wind farm;316;Wind;2017;-33,0834;138,5157
Guangdong Jieyang Shenquan 1 Offshore wind farm;316;Wind;2021;22,6527;116,2684
Taltal PV Solar Project;317;Solar;2023;-25,3953;-69,8573
Rattlesnake Creek Wind Project;318;Wind;2018;42,4071;-96,8094
Solano Wind Project;318;Wind;2012;38,0845;-121,801
Puerto Libertad Solar Park Project;318;Solar;2019;29,9773;-112,6601
Monte Verde wind farm;319;Wind;2022;-5,4956;-36,1908
Mauriti Solar Plant;319;Solar;2022;-7,3549;-38,7662
Guajira wind farm;320;Wind;2022;12,2195;-72,0687
Guangxi Jiangzhou Jiangbei solar power plant;320;Solar;2023;22,5548582;107,2221128
Qinghai Province Gonghe Zhongli Talesun solar farm;320;Solar;2013;36,1875;100,5735
Bent Tree wind farm;321;Wind;2011;43,737;-93,4901
Guangxi Fusui Nanbu solar power plant;321;Solar;2023;22,233;107,596
Tondehal wind farm;322;Wind;2022;15,6368;76,9808
Iberdrola Cogealac wind farm;322;Wind;2013;45,9852;24,6859
Maple Ridge wind farm;322;Wind;2005;43,8263;-75,5962
Broadview Energy wind farm;324;Wind;2017;34,7957;-103,071
C-Power Offshore Wind Project;325;Wind;2009;51,54;2,94
Clines Corners wind farm;325;Wind;2021;34,3566;-105,437
Voyager wind farm;325;Wind;2019;35,0514;-118,287
Hubei Province Suizhou Poverty Alleviation Distributed solar farm;325;Solar;2017;31,6911;113,3775
AEUG Union Solar;325;Solar;2023;40,4375;-83,4835
Rye Park wind farm;327;Wind;2023;-34,4966;148,8712
Roundhouse Wind Energy Project;327;Wind;2020;41,0752;-105,117
Ceclavín solar farm;328;Solar;2021;39,8201;-6,7798
Campo Largo wind farm;330;Wind;2018;-10,4654;-41,4935
Dohoku wind farm;330;Wind;2023;43,1773;140,9389
Dimona solar farm;330;Solar;2023;31,0687;35,0366
Ninh Thuận BIM solar farm;330;Solar;2019;11,6063;109,1463
Gunung Salak geothermal power plant;330;Geo;1994;-6,7416;106,648
Sarulla geothermal power plant;330;Geo;2017;1,8202;99,0885
Tiwi geothermal power plant;330;Geo;1979;13,4655;123,6486
Nordsee One wind farm;332;Wind;2017;54,444;7,682
Alchichica Solar Plant;333;Solar;2021;19,5435;-97,3242
Dundonnell wind farm;336;Wind;2021;-37,8412;142,8759
Enbw Baltic wind farm;336;Wind;2010;54,6391;12,6616
TG East wind farm;336;Wind;2022;33,7463;-99,6655
Sage Draw wind farm;338;Wind;2020;33,331;-101,573
Penonomé wind farm;339,5;Wind;2018;8,4606;-80,3584
Alle-Catt Wind Energy;340;Wind;2023;42,262;-78,2015
Beaver Creek wind farm;340;Wind;2017;42,0736;-94,1625
North English wind farm;340;Wind;2018;41,6221;-92,525
Palo Alto wind farm (United States);340;Wind;2019;43,2178;-94,5827
Castaños Aljaval solar farm;340;Solar;2018;26,7860;-101,4380
Red Sea Solar Plant;340;Solar;2023;25,6243;42,3528
Kaskasi wind farm;342;Wind;2022;54,49;7,7
Potosi solar farm;342;Solar;2019;22,8293;-101,9090
Folha Larga Norte wind farm;343;Wind;2021;-10,2651;-40,4306
Lower Snake River Wind Energy Project;343;Wind;2011;46,5542;-117,859
Mesquite Sky wind farm;345;Wind;2021;32,281;-99,3612
Newen Bahia solar farm;345;Solar;2022;-12,1701;-44,7301
Space City Solar;345;Solar;2022;29,5535;-96,2105
Te Mihi geothermal power plant;346;Geo;2014;-38,6164;176,038
Fântânele wind farm;347;Wind;2012;44,6091;28,567
Burbo Bank wind farm;348;Wind;2007;53,4882;-3,1849
Alten Solem solar farm;348;Solar;2018;21,9422;-102,3170
Agua Caliente Solar Project;348;Solar;2012;32,9774;-113,4945
Limondale solar farm;349;Solar;2020;-34,7755;143,5080
Rivière-Du-Moulin wind farm;350;Wind;2014;47,8952;-71,0593
Terra Energia wind farm;350;Wind;2022;-25,3953;-69,8573
Guangxi Fangcheng Tanying wind farm;350;Wind;2023;21,8702;108,3445
Hebei Kangbao (Shenhua Guohua) wind farm;350;Wind;2017;41,9892;114,5709
Hebei Shangyi Qilinshan wind farm;350;Wind;2009;41,1547;113,9858
Inner Mongolia Keshiketeng Banner Shusheng wind farm;350;Wind;2016;42,9526;118,1228
Jiangsu Dafeng (Longyuan) wind farm;350;Wind;2012;33,2403;120,7725
Jiangsu Jiangjiasha H1 Offshore wind farm;350;Wind;2018;31,7732;121,1048
Jiangsu Rudong (Longyuan) wind farm;350;Wind;2007;32,4;121,0333
Jiangsu Rudong H2 Offshore wind farm;350;Wind;2021;32,8226;121,6717
Liaoning Dalian Zhuanghe 4 Area I Offshore wind farm;350;Wind;2021;39,415;123,3942
Ningxia Zhongwei Xiangshan (State Power Investment) wind farm;350;Wind;2011;37,2025;105,2983
Qinghai Dulan Nuomuhong (State Power Investment) wind farm;350;Wind;2020;36,4343;96,4563
Shanxi Pinglu Baiyushan wind farm;350;Wind;2015;39,6528;111,1028
Shanxi Pinglu Shitangshan wind farm;350;Wind;2015;39,9153;111,0909
Vesterhav Offshore wind farm;350;Wind;2023;56,6999;8,0446
Wikinger wind farm;350;Wind;2018;54,834;14,068
Beaufort wind farm;350;Wind;2009;52,4661;3,9651
Delfzijl-Zuid wind farm;350;Wind;2009;53,2736;7,0298
Dolovo (Wind Alliance Group) wind farm;350;Wind;2014;44,9001;20,8765
Azure Sky Wind Project;350;Wind;2022;33,1826;-99,2385
Black Angus wind farm;350;Wind;2023;33,4888;-98,0551
Foard City wind farm;350;Wind;2019;33,921;-99,8061
Inertia Wind Project;350;Wind;2022;33,1839;-99,8949
Red Cloud wind farm;350;Wind;2021;34,2741;-105,423
White Hills wind farm;350;Wind;2020;35,8005;-114,441
Kiamal Solar;350;Solar;2020;-35,0205;142,3002
Shaanxi Huanglong Changninghe Unsubsidized solar power plant;350;Solar;2023;37,2969;108,4504
Chinu Solar Park;350;Solar;2023;9,1064;-75,3989
Avaada Maharashtra Solar Park;350;Solar;2023;18,6350;73,8490
Ghani Sakunala Solar Park;350;Solar;2017;15,8185;78,0422
Ghani solar farm;350;Solar;2017;15,6667;78,3156
Kurnool (SBG Cleantech) Ultra Mega Solar Park;350;Solar;2017;15,6765;78,2901
Pavagada (Fortum) solar farm;350;Solar;2017;14,2444;77,4607
Wardha solar farm;350;Solar;2018;12,9753;77,7258
Cerro Prieto Solar Project;350;Solar;2023;32,3916;-115,2701
Villa Ahumada solar farm;350;Solar;2020;30,1603;-106,4520
Fighting Jays Solar Project;350;Solar;2022;29,3584;-95,7464
Red Tailed Hawk Solar;350;Solar;2022;29,1966;-96,2697
Springbok solar farm;350;Solar;2016;35,2492;-117,9553
Lộc Ninh (Sungrow) solar farm;350;Solar;2021;11,8233;106,6052
Noor Boujdour II solar farm;350;Solar;2023;26,1208;-14,4894
Inner Mongolia Keshiketeng Banner Wutaohai (Huadian) wind farm;351;Wind;2012;44,1542;117,1264
Morro Do Chapéu Sul 2 wind farm;352;Wind;2021;-11,5869;-41,339
Umburanas wind farm;352;Wind;2019;-10,6792;-41,5211
Cà Mau wind farm;352;Wind;2022;8,5377;105,2491
Whitla wind farm;353;Wind;2019;51,2333;-115,677
Blakliden Fäbodberget wind farm;353;Wind;2022;64,025;18,1358
Galloper wind farm;353;Wind;2018;51,88;2,04
Assuruá wind farm;355;Wind;2016;-11,1638;-42,6707
Ventos Do Araripe 3 wind farm;358;Wind;2017;-7,743;-40,6752
Bearkat wind farm;359;Wind;2017;31,7538;-101,626
Sanquhar Community wind farm;360;Wind;2018;55,3442;-4,0466
Canyon Wind Project;360;Wind;2023;32,6311;-101,009
Marangatu PV Solar Complex;360;Solar;2023;-4,0995;-41,4833
Lagos solar farm (Nigeria);360;Solar;2023;6,4733;3,1996
Pecan Prairie North Solar;360;Solar;2023;31,1372;-96,2693
Shiprock Solar;360;Solar;2023;36,9907;-109,0450
Makban geothermal power plant;362;Geo;1979;14,0917;121,2143
Campo Largo 2 wind farm;363;Wind;2021;-10,5366;-41,3932
Gujarat 2 solar farm;363;Solar;2018;22,5415;73,4334
Seigneurie De Beaupré wind farm;364;Wind;2013;47,3325;-70,8281
Arlington Energy Center (NextEra) solar farm;364;Solar;2022;33,6909;-114,7749
Ventos Da Bahia wind farm;367;Wind;2018;-11,9851;-41,528
Western Trail wind farm;367;Wind;2022;33,8524;-99,0651
Norther Offshore Wind Project;370;Wind;2019;51,5281;3,0158
Al Koudia wind farm;370;Wind;2000;35,8184;-5,4538
Gansu Qingyang Wind/Solar Demonstration Project Area A2;373;Wind;2023;38;102
Rødsand wind farm;373;Wind;2003;54,5254;11,7597
Serra Da Babilônia wind farm;375;Wind;2018;-11,0955;-41,3057
Gansu Jinchuan Xipo Jinko solar power plant;375;Solar;2023;38,49625753;102,1847063
El Llano PV Solar Installation;375;Solar;2020;21,9419;-102,3170
Gansu Qingyang Wind/Solar Demonstration Project Area A1;376;Wind;2023;38;102
Formosa 2 offshore wind farm;376;Wind;2022;24,713;120,761
Stephens Ranch wind farm;376;Wind;2014;32,9055;-101,63
Blue Hill wind farm;377;Wind;2022;50,424;-107,212
Ivanpah Solar Electric Generating System;377;Solar;2013;35,5331;-115,4525
Andrea Jusayu wind farm;378;Wind;2023;11,9917;-71,6769
Ashtabula Wind Center;378;Wind;2008;47,0695;-97,8848
Pec Serra Do Seridó wind farm;379;Wind;2023;-6,975;-36,8345
Gansu Qingyang Wind/Solar Demonstration Project Area B1;380;Wind;2023;36,4635;106,6114
Gansu Qingyang Wind/Solar Demonstration Project Area B2;380;Wind;2023;36,9099;106,7063
Gansu Qingyang Wind/Solar Demonstration Project Area C1;380;Wind;2023;36,6247;106,8226
Gansu Qingyang Wind/Solar Demonstration Project Area C2;380;Wind;2023;36,3749;106,5927
Papalote Creek wind farm;380;Wind;2009;27,9033;-97,4192
Ningxia Yanchi Gaoshawo Zhongmintou solar farm;380;Solar;2016;37,9868;107,0125
Ningxia Yanchi Zhongmingtou solar farm;380;Solar;2016;37,9872;107,0098
Arkona Becken SüDost wind farm;384;Wind;2019;54,78;14,12
Isabella Wind Park;384;Wind;2021;43,713;-84,8091
Degollado Aljaval solar farm;384;Solar;2018;20,4563;-102,1750
Arkona wind farm;385;Wind;2019;55,0929;13,5289
Alto Sertão 2 wind farm;386;Wind;2015;-14,1324;-42,5924
Alamo (Texas) solar farm;386;Solar;2013;29,2717;-98,4447
Canudos wind farm;388;Wind;2022;-10,1892;-38,7751
West Of Duddon Sands wind farm;389;Wind;2014;53,9851;-3,462
Ningxia Lingwu Ningdong (Huadian) wind farm;390;Wind;2007;37,8858;106,6336
Delio Bernardino PV Solar Plant;390;Solar;2023;-16,0539;-43,4497
Guangxi Fusui Changping solar power plant;390;Solar;2023;22,70454795;107,9012384
Ningxia Lingwu Hongdunzi Mining Area Baofeng solar farm;390;Solar;2016;38,4001;106,5477
Benban Scatec solar farm;390;Solar;2019;24,4477;32,7433
White Rock wind farm;391;Wind;2018;-29,7718;151,5755
King Creek wind farm;393;Wind;2022;32,9834;-99,0384
Guangxi Rong'An Baiyunling wind farm;396;Wind;2020;24,9633;109,3949
Merkur wind farm;396;Wind;2019;54,0564;6,5536
Eolica Del Sur wind farm;396;Wind;2018;16,4768;-95,0099
Klondike wind farm;396;Wind;2001;45,5606;-120,551
Twin Groves wind farm;396;Wind;2007;40,4758;-88,7955
Pirapora Solar Complex;396;Solar;2017;-17,4068;-44,9186
Ningxia Haiyuan (Huadian) wind farm;397;Wind;2014;36,1917;105,6833
Guangdong Zhanjiang Wailuo Offshore wind farm;398;Wind;2019;20,5539;110,6238
Xinjiang Qitai Beitashan (Three Gorges) wind farm;398;Wind;2021;44,4254;89,8779
Inner Mongolia Chifeng Alukeerqin Banner Talinhua wind farm;399;Wind;2016;43,2443;114,3252
Inner Mongolia Siziwang Banner Xingfu Power Export wind farm;399;Wind;2015;41,2944;112,6194
Bạc Liêu Offshore wind farm;399;Wind;2013;9,2367;105,8223
Lagoa Dos Ventos 3 wind farm;400;Wind;2022;-8,7646;-41,6575
Fujian Putian Nanridao Offshore wind farm;400;Wind;2020;25,2272;119,4611
Gansu Guazhou Anbei 2 Area AB wind farm;400;Wind;2015;40,8356;96,3062
Gansu Huanxian Maojing wind farm;400;Wind;2015;36,509;106,5757
Gansu Minqin Hongshagang 1 wind farm;400;Wind;2015;39,0309;102,1608
Gansu Tongwei Huajialing Yigang wind farm;400;Wind;2016;35,375;105,1833
Gansu Yumen Mahuangtan 1 Area AB wind farm;400;Wind;2014;40,5136;97,2734
Guangdong Shanwei Jiazi 2 Offshore wind farm;400;Wind;2023;22,8535;116,052
Guangdong Yangjiang Qingzhou I Offshore wind farm;400;Wind;2023;21,4804;111,4686
